medium;brand;date;time;operator;channel;campaign_name;position_in_break;indexed_gross_rating_point;spotlength;program_before;program_after;program_cat_before;program_cat_after;commercialdescript;flight_description;flight_startdate;flight_enddate;product_type;;pt_tag_on_1;pt_tag_on_2
TV;NL;12/16/2023;9:21:00 PM;Talpa;BBC First Holland;TV-NL-wasdrogers-2023-50;Second Position;0.2401206453;15 + 10 + 5;peaky blinders;peaky blinders;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/17/2023;6:40:00 PM;Talpa;Veronica;TV-NL-wasdrogers-2023-50;Any Other Position;4.545874848;15 + 10 + 5;border security canada;border security canada;non fictie;non fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/11/2023;7:42:00 PM;Talpa;Net5;TV-NL-wasdrogers-2023-50;Any Other Position;6.51171259;15 + 10 + 5;masterchef australie dessert masters;masterchef australie dessert masters;overige non fictie;overige non fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/13/2023;7:46:00 PM;Talpa;Net5;TV-NL-wasdrogers-2023-50;Any Other Position;7.025250286;15 + 10 + 5;masterchef australie dessert masters;masterchef australie dessert masters;overige non fictie;overige non fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/14/2023;6:19:00 PM;Talpa;BBC First Holland;TV-NL-wasdrogers-2023-50;Before Last Position;2.435802668;15 + 10 + 5;death in paradise;death in paradise;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/16/2023;10:31:00 PM;Talpa;BBC First Holland;TV-NL-wasdrogers-2023-50;First Position;1.172978616;15 + 10 + 5;whitstable pearl;whitstable pearl;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/11/2023;10:19:00 PM;Talpa;BBC First Holland;TV-NL-wasdrogers-2023-50;Last Position;1.61011479;15 + 10 + 5;madame blanc mysteries;madame blanc mysteries;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/14/2023;8:24:00 PM;Talpa;BBC First Holland;TV-NL-wasdrogers-2023-50;Before Last Position;1.472587446;15 + 10 + 5;midsomer murders;midsomer murders;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/13/2023;5:09:00 PM;Talpa;SBS 9;TV-NL-wasdrogers-2023-50;Any Other Position;0.7538443348;15 + 10 + 5;castle;castle;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/14/2023;11:47:00 PM;Talpa;SBS 9;TV-NL-wasdrogers-2023-50;Any Other Position;0.06415157527;15 + 10 + 5;your honor;your honor;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/13/2023;6:41:00 PM;Talpa;BBC First Holland;TV-NL-wasdrogers-2023-50;Second Position;3.7139647;15 + 10 + 5;death in paradise;death in paradise;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/11/2023;9:19:00 PM;Talpa;BBC First Holland;TV-NL-wasdrogers-2023-50;Last Position;4.809424231;15 + 10 + 5;all creatures great and small;all creatures great and small;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/17/2023;7:44:00 PM;Talpa;Veronica;TV-NL-wasdrogers-2023-50;Any Other Position;7.37433961;15 + 10 + 5;border security australias front line;border security australias front line;non fictie;non fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/16/2023;9:22:00 PM;Talpa;Veronica;TV-NL-wasdrogers-2023-50;Any Other Position;3.390136465;15 + 10 + 5;chronicles of riddick;chronicles of riddick;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/15/2023;6:20:00 PM;Talpa;BBC First Holland;TV-NL-wasdrogers-2023-50;Second Position;1.5510545;15 + 10 + 5;death in paradise;death in paradise;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/14/2023;5:10:00 PM;Talpa;Net5;TV-NL-wasdrogers-2023-50;Before Last Position;3.932510016;15 + 10 + 5;masterchef australie dessert masters;masterchef australie dessert masters;overige non fictie;overige non fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/11/2023;5:13:00 PM;Talpa;Net5;TV-NL-wasdrogers-2023-50;Before Last Position;5.34544948;15 + 10 + 5;masterchef australie dessert masters;masterchef australie dessert masters;overige non fictie;overige non fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/11/2023;5:30:00 PM;Talpa;SBS 6;TV-NL-wasdrogers-2023-50;First Position;7.675916337;15 + 10 + 5;droomhuis op het platteland;droomhuis op het platteland;overige non fictie;overige non fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/11/2023;10:50:00 PM;Talpa;Veronica;TV-NL-wasdrogers-2023-50;Before Last Position;1.873809507;15 + 10 + 5;overtreders;overtreders;overige non fictie;overige non fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/17/2023;7:19:00 PM;Talpa;Net5;TV-NL-wasdrogers-2023-50;Any Other Position;7.426261704;15 + 10 + 5;dag in de dierentuin;dag in de dierentuin;non fictie;non fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/11/2023;6:46:00 PM;Talpa;SBS 6;TV-NL-wasdrogers-2023-50;Any Other Position;8.042644001;15 + 10 + 5;50 50;50 50;amusement;amusement;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/15/2023;5:06:00 PM;Talpa;BBC First Holland;TV-NL-wasdrogers-2023-50;Last Position;1.126981531;15 + 10 + 5;mcdonald and dodds;mcdonald and dodds;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/17/2023;11:13:00 PM;Talpa;BBC First Holland;TV-NL-wasdrogers-2023-50;Second Position;0.9216671532;15 + 10 + 5;all creatures great and small;all creatures great and small;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/16/2023;7:18:00 PM;Talpa;BBC First Holland;TV-NL-wasdrogers-2023-50;Second Position;0.7439131649;15 + 10 + 5;ms fishers modern murder mysteries;ms fishers modern murder mysteries;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/17/2023;6:09:00 PM;Talpa;BBC First Holland;TV-NL-wasdrogers-2023-50;Last Position;1.177467313;15 + 10 + 5;darby and joan;darby and joan;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/16/2023;6:49:00 PM;Talpa;Veronica;TV-NL-wasdrogers-2023-50;Last Position;1.578126112;15 + 10 + 5;gp magazine;gp magazine;overige non fictie;overige non fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/12/2023;6:40:00 PM;Talpa;BBC First Holland;TV-NL-wasdrogers-2023-50;Before Last Position;1.754001955;15 + 10 + 5;death in paradise;death in paradise;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/14/2023;10:48:00 PM;Talpa;SBS 9;TV-NL-wasdrogers-2023-50;Before Last Position;0.4175609327;15 + 10 + 5;your honor;your honor;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/16/2023;11:45:00 PM;Talpa;BBC First Holland;TV-NL-wasdrogers-2023-50;First Position;2.29194893;15 + 10 + 5;silent witness;silent witness;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/17/2023;5:33:00 PM;Talpa;BBC First Holland;TV-NL-wasdrogers-2023-50;Last Position;2.27072819;15 + 10 + 5;george gently;george gently;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/14/2023;7:26:00 PM;Talpa;BBC First Holland;TV-NL-wasdrogers-2023-50;Before Last Position;0.8386814183;15 + 10 + 5;midsomer murders;midsomer murders;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/15/2023;7:20:00 PM;Talpa;Veronica;TV-NL-wasdrogers-2023-50;Any Other Position;2.561149847;15 + 10 + 5;big bang theory;big bang theory;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/17/2023;5:11:00 PM;Talpa;BBC First Holland;TV-NL-wasdrogers-2023-50;Last Position;3.146303115;15 + 10 + 5;george gently;george gently;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/13/2023;8:50:00 PM;Talpa;SBS 9;TV-NL-wasdrogers-2023-50;Second Position;1.932987079;15 + 10 + 5;urk;urk;non fictie;non fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/13/2023;11:23:00 PM;Talpa;BBC First Holland;TV-NL-wasdrogers-2023-50;Last Position;0;15 + 10 + 5;queens of mystery;queens of mystery;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/13/2023;9:19:00 PM;Talpa;BBC First Holland;TV-NL-wasdrogers-2023-50;Second Position;2.128897485;15 + 10 + 5;death in paradise;death in paradise;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/13/2023;9:12:00 PM;Talpa;SBS 9;TV-NL-wasdrogers-2023-50;Second Position;2.910645929;15 + 10 + 5;urk;urk;non fictie;non fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/11/2023;11:24:00 PM;Talpa;BBC First Holland;TV-NL-wasdrogers-2023-50;Any Other Position;0.2724051987;15 + 10 + 5;silent witness;silent witness;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/13/2023;11:13:00 PM;Talpa;Net5;TV-NL-wasdrogers-2023-50;Any Other Position;1.765784109;15 + 10 + 5;law and order special victims unit;law and order special victims unit;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/14/2023;11:40:00 PM;Talpa;Veronica;TV-NL-wasdrogers-2023-50;Any Other Position;6.85738556;15 + 10 + 5;voetbal el nb;europa en conference league sv;sportinformatie;sportinformatie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/12/2023;9:49:00 PM;Talpa;SBS 9;TV-NL-wasdrogers-2023-50;Any Other Position;2.114895434;15 + 10 + 5;secret in their eyes;secret in their eyes;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + wk50_Miele_Witgoed_wasdrogers_snel_beelden_tagon10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/18/2023;6:18:00 PM;Talpa;Veronica;TV-NL-wasdrogers-2023-51;Last Position;1.451316711;15 + 10 + 5;king of queens;king of queens;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + Coolblue_NL_wk51_Bosch_Witgoed_wasdrogers_Sn 10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/18/2023;8:46:00 PM;Talpa;BBC First Holland;TV-NL-wasdrogers-2023-51;Before Last Position;2.060849411;15 + 10 + 5;midsomer murders;midsomer murders;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + Coolblue_NL_wk51_Bosch_Witgoed_wasdrogers_Sn 10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/22/2023;11:38:00 PM;Talpa;SBS 6;TV-NL-wasdrogers-2023-51;Any Other Position;14.6243786;15 + 10 + 5;shownieuws;shownieuws;nieuws & actualiteiten;nieuws & actualiteiten;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + Coolblue_NL_wk51_Bosch_Witgoed_wasdrogers_Sn 10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/19/2023;10:55:00 PM;Talpa;Net5;TV-NL-wasdrogers-2023-51;Any Other Position;2.725933528;15 + 10 + 5;chicago fire;chicago fire;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + Coolblue_NL_wk51_Bosch_Witgoed_wasdrogers_Sn 10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/20/2023;6:16:00 PM;Talpa;Net5;TV-NL-wasdrogers-2023-51;Last Position;3.289457789;15 + 10 + 5;blok australie;blok australie;overige non fictie;overige non fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + Coolblue_NL_wk51_Bosch_Witgoed_wasdrogers_Sn 10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/23/2023;11:23:00 PM;Talpa;SBS 6;TV-NL-wasdrogers-2023-51;Any Other Position;18.99491338;15 + 10 + 5;shownieuws;shownieuws;nieuws & actualiteiten;nieuws & actualiteiten;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + Coolblue_NL_wk51_Bosch_Witgoed_wasdrogers_Sn 10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/22/2023;10:48:00 PM;Talpa;Net5;TV-NL-wasdrogers-2023-51;Before Last Position;5.463328515;15 + 10 + 5;a royal christmas;a royal christmas;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + Coolblue_NL_wk51_Bosch_Witgoed_wasdrogers_Sn 10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/22/2023;7:52:00 PM;Talpa;Veronica;TV-NL-wasdrogers-2023-51;Any Other Position;5.52883457;15 + 10 + 5;big bang theory;big bang theory;buitenlandse fictie;buitenlandse fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + Coolblue_NL_wk51_Bosch_Witgoed_wasdrogers_Sn 10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
TV;NL;12/22/2023;7:17:00 PM;Talpa;SBS 6;TV-NL-wasdrogers-2023-51;Any Other Position;16.513772;15 + 10 + 5;lang leve de liefde;lang leve de liefde;non fictie;non fictie;cbNL_wk50_wasdrogers_Snelle_beelden_hoofdspot 15 + Coolblue_NL_wk51_Bosch_Witgoed_wasdrogers_Sn 10 + cb wk50_Kerst_Cadeausjes_Snelle_beelden_tagon_5;Coolblue_2023_12_Wasdrogers wk 50-51;12/11/2023 0:00:00;12/23/2023 0:00:00;wasdrogers;;wasdrogers;
